Year Published;Min Players;Max Players;Play Time;Min Age;Owned Users;Mechanics;Domains
2013;1;5;45;10;4764;Hand Management, Point to Point Movement, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers;Strategy Games
2019;1;4;30;10;8628;Dice Rolling, Drafting, Paper-and-Pencil, Re-rolling and Locking;Family Games
2016;1;8;75;12;6701;Card Drafting, Hand Management, Trading;Family Games
2010;2;2;90;14;4839;Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Moving Multiple Units, Simulation;Wargames
2016;2;4;40;14;14296;Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers;Strategy Games, Thematic Games
2013;2;4;120;10;5129;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Team-Based Game, Turn Order: Random, Variable Player Powers;Wargames
2011;3;6;45;10;20841;Auction/Bidding, Hand Management, Player Elimination;Party Games
2005;2;5;240;13;13682;Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers;Thematic Games
1994;2;2;180;12;6428;Dice Rolling, Grid Movement, Variable Player Powers;Strategy Games, Thematic Games
2014;1;4;120;12;6653;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers;Thematic Games
2013;2;5;45;10;43800;Action Points, Bias, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Square Grid, Variable Player Powers;Family Games
2015;2;2;30;9;11869;Action Points, Action Retrieval, Action/Event, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Take That, Variable Player Powers;Family Games, Strategy Games
2019;2;6;30;8;14054;Card Drafting, Set Collection;Family Games
2011;2;5;180;13;18478;Area Movement, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Role Playing, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers;Thematic Games
2013;2;4;150;12;5126;Area Majority / Influence, Dice Rolling, Turn Order: Pass Order, Turn Order: Stat-Based, Worker Placement, Worker Placement with Dice Workers;Strategy Games
2010;1;2;180;12;8633;Action Points, Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Events, Hand Management, Moving Multiple Units, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Stat Check Resolution, Sudden Death Ending, Tug of War, Variable Player Powers;Strategy Games, Wargames
2016;2;4;45;14;13372;Deck Bag and Pool Building, Layering, Push Your Luck;Strategy Games
1995;2;8;30;6;10190;Flicking, Modular Board, Race;Family Games, Party Games
2014;2;4;90;14;8826;Area Majority / Influence, Grid Movement, Hand Management, Hexagon Grid, Kill Steal, Modular Board, Network and Route Building, Victory Points as a Resource;Strategy Games
2018;3;8;45;8;6626;Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Track Movement;Family Games, Party Games
2010;2;4;90;13;5776;Card Drafting, Hand Management;Strategy Games
2014;2;6;40;10;34522;Action Queue, Hand Management, Memory, Programmed Movement, Take That, Variable Player Powers;Family Games
2012;2;5;240;14;9903;Area Majority / Influence, Auction/Bidding, Commodity Speculation, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Semi-Cooperative Game, Tile Placement, Trading, Traitor Game, Worker Placement;Strategy Games
2010;2;5;25;8;63682;Communication Limits, Cooperative Game, Hand Management, Memory, Roles with Asymmetric Information, Set Collection;Family Games
1999;2;2;20;8;11866;Hand Management, Set Collection;Family Games
1995;3;4;120;10;154531;Dice Rolling, Hexagon Grid, Income, Modular Board, Network and Route Building, Race, Random Production, Trading, Variable Set-up;Family Games, Strategy Games
2012;2;4;90;10;25407;Area Movement, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Variable Player Powers;Thematic Games
2016;2;4;80;10;6457;Card Drafting, Set Collection, Variable Set-up;Strategy Games
2018;2;6;40;8;4611;Dice Rolling, Take That, Team-Based Game, Variable Player Powers;Family Games
2011;2;5;60;8;21057;Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2012;1;4;120;13;6137;Cooperative Game, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Solo / Solitaire Game, Variable Player Powers;Strategy Games, Thematic Games
1999;1;4;240;14;4235;Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver;Strategy Games
2011;2;5;90;8;16217;Area Majority / Influence, Area Movement, Dice Rolling, King of the Hill, Variable Player Powers;Strategy Games
2000;2;8;60;10;64387;Action Drafting, Card Drafting, Lose a Turn, Set Collection, Turn Order: Role Order, Variable Player Powers;Family Games, Strategy Games
2015;2;5;30;14;19917;Communication Limits, Cooperative Game, Hand Management, Move Through Deck, Push Your Luck, Variable Player Powers;Thematic Games
2005;3;7;80;10;31336;Communication Limits, Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Semi-Cooperative Game, Set Collection, Team-Based Game, Traitor Game, Variable Player Powers;Thematic Games
2013;2;6;60;13;12505;Dice Rolling, Hand Management, Race, Set Collection, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers;Strategy Games
2009;2;4;90;12;4181;Bias, Card Drafting, Worker Placement;Strategy Games
2016;2;4;40;10;16907;Area Majority / Influence, End Game Bonuses, Modular Board, Set Collection, Worker Placement;Family Games
2010;2;4;90;12;8663;Area Majority / Influence, Catch the Leader, Dice Rolling, Random Production, Tile Placement, Trading;Strategy Games, Thematic Games
2012;1;5;45;13;4535;Area Majority / Influence, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement;Strategy Games
2011;1;1;25;13;28513;Deck Bag and Pool Building, Hand Management, Push Your Luck, Solo / Solitaire Game;Strategy Games
2014;3;10;10;8;36819;Hidden Roles, Role Playing, Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting;Party Games
2016;2;6;30;8;8198;Hand Management, Player Elimination, Stacking and Balancing;Family Games, Party Games
2008;4;18;60;12;4622;Acting, Communication Limits, Memory, Team-Based Game;Party Games
2014;1;4;180;0;5520;Area Majority / Influence, Dice Rolling, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
2019;1;4;90;10;7311;Hand Management, Take That, Variable Player Powers, Worker Placement;Strategy Games
2017;2;2;30;10;17832;Hand Management, Trick-taking;Family Games
2018;3;5;90;12;7713;Cooperative Game, Dice Rolling, Grid Movement, Legacy Game, Modular Board, Player Elimination, Role Playing, Storytelling, Tile Placement, Traitor Game;Thematic Games
2012;2;6;60;14;13747;Action Queue, Hand Management, Set Collection, Simultaneous Action Selection, Variable Phase Order;Strategy Games
2018;2;4;90;7;12306;Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers;Thematic Games
2011;2;5;75;10;7721;Card Drafting, Investment, Network and Route Building, Set Collection, Stock Holding;Family Games, Strategy Games
2019;1;4;60;14;3962;Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers;Strategy Games
2010;2;4;135;12;4616;Area Majority / Influence, Worker Placement;Strategy Games
2015;2;4;60;14;12201;Card Drafting, Set Collection, Take That;Strategy Games
2004;1;4;45;10;18779;Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement;Abstract Games
2006;2;4;60;10;20314;Card Drafting, Hand Management, Network and Route Building, Set Collection;Family Games, Strategy Games
2018;2;2;45;14;14271;Hand Management, Take That;Customizable Games
2007;2;2;60;13;4817;Grid Movement, Map Reduction;Abstract Games
2016;1;4;360;12;6658;Area Movement, Card Drafting, Hand Management, Modular Board, Tile Placement, Worker Placement;Strategy Games
2019;2;4;120;12;4625;Action Drafting, Commodity Speculation, Contracts, Market, Network and Route Building, Tile Placement, Turn Order: Claim Action;Strategy Games
2017;2;4;60;10;27416;Action Points, Area Majority / Influence, Bias, End Game Bonuses, Hexagon Grid, Income, Turn Order: Progressive;Abstract Games, Family Games
2009;1;6;120;12;16544;Dice Rolling, Narrative Choice / Paragraph, Point to Point Movement, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers;Thematic Games
2007;2;4;60;10;7634;Auction/Bidding, Auction: Dutch, Rondel, Tile Placement, Victory Points as a Resource;Strategy Games
2017;2;4;25;8;16189;Card Drafting, Enclosure, Tile Placement, Variable Phase Order;Family Games
1475;2;2;60;6;40068;Grid Movement, Pattern Movement, Square Grid, Static Capture;Abstract Games
2015;2;5;150;10;4799;Area Majority / Influence, Modular Board, Take That, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
2017;1;4;90;12;6336;Cooperative Game;Family Games
2015;2;4;45;8;19594;Pattern Recognition, Set Collection, Take That, Variable Set-up;Family Games
2013;1;4;90;13;18203;Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers;Thematic Games
1994;2;8;120;12;25878;Action Queue, Bias, Grid Movement, Lose a Turn, Modular Board, Programmed Movement, Race, Scenario / Mission / Campaign Game, Simultaneous Action Selection;Strategy Games, Thematic Games
2000;3;5;100;12;8352;Auction/Bidding, Auction: Turn Order Until Pass, Card Drafting, Hand Management, Network and Route Building, Set Collection;Strategy Games
2011;2;5;75;14;10498;Action Points, Hand Management, Worker Placement;Strategy Games
2019;1;5;120;12;6415;Area Movement, Card Drafting, Enclosure, Hexagon Grid, Modular Board, Tile Placement;Strategy Games, Thematic Games
2013;2;5;15;8;59022;Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection;Family Games
2015;2;4;180;14;8825;Action Points, Area Movement, Deck Bag and Pool Building, Dice Rolling, Die Icon Resolution, Roll / Spin and Move, Stat Check Resolution, Variable Player Powers, Variable Set-up;Thematic Games
2015;2;2;45;14;7795;Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Variable Player Powers;Customizable Games
2007;2;6;240;12;8759;Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Deck Bag and Pool Building, Modular Board, Order Counters, Variable Player Powers;Strategy Games, Thematic Games
2004;3;7;20;8;27642;Auction/Bidding, Closed Economy Auction, Increase Value of Unchosen Resources, Push Your Luck, Set Collection;Family Games
2016;1;5;90;14;7262;Action Points, Cooperative Game, Dice Rolling, Die Icon Resolution, Hand Management, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Player Powers;Thematic Games
2002;2;2;180;12;5096;Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simulation, Simultaneous Action Selection;Wargames
1997;2;7;45;13;56587;Hand Management, Melding and Splaying, Negotiation, Set Collection, Trading;Family Games
2020;1;4;120;14;4699;Action Drafting, Drafting, Income, Pattern Building, Turn Order: Stat-Based, Variable Set-up;Strategy Games
2016;2;8;60;10;14219;Action Drafting, Card Drafting, Income, Lose a Turn, Set Collection, Turn Order: Role Order, Variable Player Powers;Family Games
2007;3;5;90;10;9597;Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading;Family Games, Strategy Games
2014;2;5;50;8;19547;Card Drafting, Contracts, Push Your Luck, Set Collection;Family Games
2007;2;6;60;12;8209;Auction/Bidding, Auction: Turn Order Until Pass, Network and Route Building, Ownership, Stock Holding;Strategy Games
2005;2;4;90;12;10703;Area Majority / Influence, Dice Rolling, Hand Management, Hexagon Grid, King of the Hill, Modular Board, Take That;Thematic Games, Wargames
2014;2;5;45;8;13740;Card Drafting, Cooperative Game, Deck Bag and Pool Building, Delayed Purchase;Family Games, Strategy Games
2015;2;4;40;8;12154;Bingo, Connections, Grid Movement, Network and Route Building, Simultaneous Action Selection, Tile Placement;Family Games
2015;1;4;45;9;4568;Card Drafting, Deck Bag and Pool Building, Hand Management, Solo / Solitaire Game, Take That;Strategy Games, Thematic Games
2011;2;4;60;11;10988;Area Majority / Influence, Dice Rolling, Events, Hand Management, Hidden Roles, Interrupts, Roles with Asymmetric Information, Take That;Thematic Games
2014;2;6;60;12;18555;Action Points, Hand Management, Push Your Luck, Secret Unit Deployment, Simulation, Simultaneous Action Selection, Take That;Strategy Games
2009;3;5;120;12;5131;Commodity Speculation, Variable Player Powers;Strategy Games
2016;2;5;90;14;7956;Action Points, Area Movement, Dice Rolling, Player Elimination, Team-Based Game, Variable Phase Order, Variable Player Powers;Thematic Games
2005;3;5;240;14;3174;Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource;Strategy Games
2003;3;5;180;12;9761;Area Movement, Auction/Bidding, Events, Hand Management, Memory, Order Counters, Player Elimination, Simultaneous Action Selection, Variable Player Powers;Strategy Games
2017;3;6;20;14;6795;Card Drafting, Set Collection;Family Games
2003;2;6;60;8;34997;Card Drafting, Hand Management, Set Collection, Tile Placement;Family Games, Strategy Games
2012;1;6;120;12;5181;Card Drafting, Hand Management, Simulation;Strategy Games
2013;3;5;120;14;6077;Dice Rolling, Push Your Luck, Secret Unit Deployment, Set Collection, Time Track, Worker Placement;Strategy Games
2016;2;2;120;12;4618;Critical Hits and Failures, Dice Rolling, Grid Movement, Movement Points, Variable Player Powers;Thematic Games
2014;2;4;100;12;10007;Area Majority / Influence, Area Movement, Modular Board;Strategy Games
2001;2;2;30;9;6017;Grid Movement, Map Reduction;Abstract Games
2009;2;5;90;12;5654;Area Majority / Influence, Dice Rolling, Tile Placement, Variable Player Powers, Worker Placement;Strategy Games
2016;2;2;30;10;7416;Dice Rolling, Hand Management, Variable Player Powers;Customizable Games
2018;1;4;20;8;9267;Card Drafting, Cooperative Game, Layering, Solo / Solitaire Game, Tile Placement;Family Games
2014;2;8;30;8;28988;Betting and Bluffing, Dice Rolling, End Game Bonuses, Roll / Spin and Move, Track Movement, Variable Set-up;Family Games
2015;2;4;120;14;7947;Alliances, Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers;Customizable Games
2020;1;5;150;14;3155;Area Majority / Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers, Worker Placement;Strategy Games
2010;2;4;180;13;6102;Action Points, Card Drafting, Dice Rolling, Grid Movement, Hand Management, Modular Board, Scenario / Mission / Campaign Game, Secret Unit Deployment;Thematic Games
2012;1;6;60;14;23560;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Player Elimination, Scenario / Mission / Campaign Game, Variable Player Powers;Thematic Games
2018;1;4;150;14;6214;Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management, Network and Route Building;Strategy Games
2011;1;4;180;14;7326;Area Movement, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2018;1;6;30;8;11056;Bingo, Connections, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Solo / Solitaire Game;Family Games
2016;2;8;30;8;7866;Hand Management, Player Elimination;Family Games, Party Games
2015;2;5;75;10;13139;Area Movement, Follow, Hand Management, Pick-up and Deliver, Set Collection, Simultaneous Action Selection, Variable Phase Order;Family Games, Strategy Games
2004;2;7;240;13;5119;Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling;Strategy Games
2019;2;12;45;14;6960;Betting and Bluffing, Race, Targeted Clues, Team-Based Game;Party Games
2013;2;4;60;13;7611;Area Majority / Influence, Dice Rolling, Grid Movement, Modular Board, Square Grid;Strategy Games
2009;2;4;60;10;11967;Deduction, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Push Your Luck;Family Games
2020;3;7;240;14;4907;Dice Rolling, Events, Narrative Choice / Paragraph, Scenario / Mission / Campaign Game, Semi-Cooperative Game, Stat Check Resolution, Storytelling, Worker Placement;Thematic Games
2012;1;5;90;10;4796;Card Drafting, Events, Hand Management, Turn Order: Claim Action, Worker Placement;Strategy Games
2018;1;4;90;14;3269;Card Drafting, Deck Bag and Pool Building, Solo / Solitaire Game, Tile Placement, Worker Placement, Worker Placement, Different Worker Types;Strategy Games, Thematic Games
2011;1;4;180;12;6267;Auction/Bidding, Dice Rolling, Grid Movement, Hexagon Grid, Income, Movement Points, Paper-and-Pencil, Secret Unit Deployment, Simulation, Tech Trees / Tech Tracks;Wargames
2002;2;5;35;8;14210;Area Majority / Influence, Map Addition, Tile Placement;Family Games
2007;2;6;60;8;21900;Dice Rolling, Hand Management, Race, Simultaneous Action Selection;Family Games
2019;2;5;60;10;4592;Card Drafting, End Game Bonuses, Memory, Set Collection, Simultaneous Action Selection;Strategy Games
2016;3;5;120;14;5550;Area Movement, Dice Rolling, Set Collection, Trading, Variable Player Powers;Strategy Games
2017;1;8;15;8;23884;Communication Limits, Cooperative Game, Elapsed Real Time Ending, Grid Movement, Map Addition, Modular Board, Real-Time, Solo / Solitaire Game, Variable Player Powers;Family Games
1990;1;6;300;14;5843;Dice Rolling, Hand Management, Simulation, Variable Player Powers, Voting;Strategy Games
1998;2;5;45;10;13967;Chaining, Connections, Enclosure, Hexagon Grid, Hidden Victory Points, Network and Route Building;Abstract Games, Strategy Games
2007;2;4;60;8;10994;Point to Point Movement, Set Collection, Time Track;Family Games
2015;2;3;360;12;2725;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Movement Points, Secret Unit Deployment;Wargames
2012;2;5;30;8;11610;Area Majority / Influence, Dice Rolling;Family Games
2012;2;6;15;13;59276;Hidden Roles, Memory, Player Elimination, Take That, Variable Player Powers;Party Games
2015;3;7;10;8;12067;Hidden Roles, Role Playing, Traitor Game, Variable Player Powers, Voting;Party Games
2012;2;4;45;12;9906;Deck Bag and Pool Building, Hand Management, Network and Route Building;Strategy Games
2016;1;5;45;13;6559;Card Drafting, Dice Rolling, Random Production, Variable Set-up;Family Games, Strategy Games
2006;2;4;45;8;7820;Layering, Modular Board, Race, Tile Placement;Abstract Games, Strategy Games
2012;1;5;45;12;6842;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
2009;2;4;60;9;5740;Action Points, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers;Customizable Games
2017;4;9;180;14;3554;Auction/Bidding, Negotiation, Trading, Variable Player Powers;Strategy Games
2014;1;4;180;12;5206;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers;Thematic Games
2015;1;4;90;13;5248;Action Points, Auction/Bidding, Card Drafting, Solo / Solitaire Game;Strategy Games
2011;2;5;120;12;7090;Area Majority / Influence, Card Drafting, Hand Management, Ownership, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
2012;3;6;30;8;7710;Acting, Simultaneous Action Selection, Storytelling, Targeted Clues, Voting;Party Games
2014;2;2;240;13;5004;Area Majority / Influence, Area Movement, Dice Rolling, Hand Management;Thematic Games, Wargames
2008;2;10;60;8;23299;Dice Rolling, Different Dice Movement, Grid Movement, Movement Points, Player Elimination, Push Your Luck, Race, Roll / Spin and Move, Simulation;Family Games, Thematic Games
2004;3;6;60;12;59032;Dice Rolling, Map Addition, Modular Board, Player Elimination, Role Playing, Storytelling, Team-Based Game, Traitor Game, Variable Player Powers;Thematic Games
2016;2;4;120;12;3683;Action Points, Card Drafting, Increase Value of Unchosen Resources, Market, Simulation;Strategy Games, Thematic Games
1999;4;18;90;12;5258;Acting, Communication Limits, Memory, Team-Based Game;Party Games
2018;2;6;40;8;5985;Dice Rolling, Take That, Team-Based Game, Variable Player Powers;Family Games
2019;2;4;40;9;4315;Area Movement, Hand Management, Team-Based Game, Variable Player Powers;Strategy Games
2013;2;2;45;12;17313;Area Majority / Influence, Hand Management, Take That, Variable Player Powers;Family Games, Strategy Games
2010;1;4;100;12;5867;Area Majority / Influence, Modular Board, Point to Point Movement, Solo / Solitaire Game, Tile Placement, Worker Placement;Strategy Games
2010;1;4;90;13;6691;Action Points, Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers;Thematic Games
2013;1;4;180;14;5265;Area Majority / Influence, Area Movement, Dice Rolling, Solo / Solitaire Game, Variable Player Powers;Wargames
2006;2;2;30;9;19267;Drafting, Grid Movement, Variable Player Powers;Strategy Games
2018;1;6;60;14;8378;Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers;Thematic Games
2014;2;4;120;12;3780;Area Majority / Influence, Hand Management;Strategy Games
1999;2;4;60;12;12042;Action Points, Area Majority / Influence, Enclosure, Grid Movement, Hand Management, Square Grid, Three Dimensional Movement, Tile Placement;Abstract Games, Strategy Games
2012;2;4;120;13;6429;Grid Coverage, Grid Movement, Hexagon Grid, Network and Route Building, Worker Placement;Strategy Games
2007;2;5;120;10;8316;Auction/Bidding, Hand Management, Market, Variable Phase Order, Voting;Strategy Games
2002;2;2;30;12;7800;Area Movement, Card Play Conflict Resolution, Hand Management, Memory, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers;Strategy Games
2020;2;4;90;12;6264;Card Drafting, Hand Management, Hidden Victory Points, Take That;Strategy Games
2002;3;5;150;12;2840;Action Points, Action Queue, Area Majority / Influence, Area Movement, Cube Tower, Simultaneous Action Selection, Variable Phase Order;Strategy Games
2015;1;4;60;14;9662;Action Retrieval, Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2016;3;3;180;14;5239;Action Points, Dice Rolling, Events, Modular Board, Point to Point Movement, Simulation, Trading, Variable Player Powers;Thematic Games
2005;2;5;180;10;9554;Dice Rolling, Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers;Thematic Games
2013;2;6;30;8;8026;Predictive Bid, Trick-taking;Family Games
1995;2;6;60;10;7628;Auction/Bidding, Auction: Once Around, Income, Investment, Multiple-Lot Auction, Push Your Luck, Set Collection, Victory Points as a Resource;Strategy Games
2016;1;6;90;12;9661;Cooperative Game;Family Games, Strategy Games
2015;2;5;120;13;8842;Dice Rolling, Grid Movement, Hidden Movement, Once-Per-Game Abilities, Secret Unit Deployment, Square Grid, Team-Based Game, Variable Player Powers;Strategy Games, Thematic Games
2004;2;4;45;10;8123;Grid Movement, Hand Management, Tile Placement;Family Games
2003;2;5;30;8;23089;Card Drafting, Push Your Luck, Set Collection;Family Games
2015;1;5;180;15;4685;Pick-up and Deliver, Point to Point Movement, Simulation;Strategy Games, Thematic Games
2012;1;5;10;8;19452;Cooperative Game, Dice Rolling, Elapsed Real Time Ending, Grid Movement, Modular Board, Push Your Luck, Re-rolling and Locking, Real-Time, Roll / Spin and Move, Solo / Solitaire Game, Tile Placement;Family Games
2011;2;4;45;8;24675;Area Majority / Influence, Chaining, Enclosure, Hexagon Grid, Modular Board, Variable Set-up;Family Games, Strategy Games
2012;2;5;45;8;30148;End Game Bonuses, Set Collection, Time Track, Track Movement, Variable Player Powers;Family Games
2011;1;8;90;13;35621;Cooperative Game, Dice Rolling, Die Icon Resolution, Modular Board, Re-rolling and Locking, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2015;2;8;60;14;8545;Card Drafting, Dice Rolling, Modular Board, Race, Simultaneous Action Selection, Variable Player Powers;Family Games, Strategy Games
2018;2;2;45;14;3681;Action Queue, Critical Hits and Failures, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers;Customizable Games, Wargames
2005;3;5;75;12;7226;Auction/Bidding, Auction: Fixed Placement, Network and Route Building, Tile Placement;Strategy Games
2015;2;4;45;8;10422;Area Majority / Influence, Hand Management, Map Addition, Tile Placement;Family Games
2014;2;4;240;12;3458;Commodity Speculation, Investment, Simulation, Stock Holding, Variable Phase Order, Worker Placement;Strategy Games
1983;2;3;60;12;3653;Campaign / Battle Card Driven, Hand Management, Relative Movement, Simulation, Variable Player Powers;Wargames
2017;2;4;80;13;8242;Modular Board, Network and Route Building;Strategy Games
2011;2;4;45;10;12563;Card Drafting, Deck Bag and Pool Building, Follow, Hand Management, Variable Phase Order;Strategy Games
2004;2;2;120;13;5139;Dice Rolling, Hexagon Grid, Line of Sight;Wargames
2016;1;5;90;13;8601;Drafting, End Game Bonuses, Income, Set Collection, Solo / Solitaire Game, Turn Order: Stat-Based;Strategy Games
1995;3;5;30;10;12414;Auction/Bidding, Auction: Turn Order Until Pass, Constrained Bidding;Family Games
2013;2;2;30;13;6180;Grid Movement, Pattern Movement, Tile Placement;Abstract Games
2013;2;4;60;13;7929;Area Majority / Influence, Catch the Leader, Grid Movement, Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement, Variable Player Powers;Abstract Games, Strategy Games
2019;3;5;60;14;4111;Bias, Bribery, Legacy Game, Storytelling, Traitor Game, Voting;Thematic Games
2020;1;4;120;12;3291;Area Majority / Influence, End Game Bonuses, Hexagon Grid, Income, Three Dimensional Movement, Tile Placement, Track Movement, Variable Set-up;Strategy Games
2017;2;4;120;13;6381;Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers;Thematic Games
2015;2;4;20;10;9121;Hand Management, Player Elimination;Family Games
2013;3;8;15;8;31020;Dice Rolling, Hidden Roles, Player Elimination, Push Your Luck, Re-rolling and Locking, Team-Based Game, Variable Player Powers;Party Games
2019;2;2;20;10;4507;Card Drafting, Hand Management, Set Collection;Abstract Games, Family Games
2010;1;5;60;8;9740;Hand Management, Player Elimination, Point to Point Movement, Simultaneous Action Selection, Solo / Solitaire Game;Family Games, Thematic Games
1989;2;4;45;12;3846;Action Points, Dice Rolling, Grid Movement, Modular Board;Thematic Games
2016;2;4;100;12;5846;Action Points, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Push Your Luck, Race, Variable Player Powers;Strategy Games
2016;2;4;120;10;9504;Area Majority / Influence, Area Movement, Auction/Bidding, Deck Bag and Pool Building, Events, Hand Management, Point to Point Movement, Variable Player Powers, Victory Points as a Resource;Strategy Games
1989;2;5;90;14;16531;Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Role Playing, Roll / Spin and Move, Scenario / Mission / Campaign Game, Square Grid, Team-Based Game, Variable Player Powers;Thematic Games
2016;1;5;120;14;3943;Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Move Through Deck, Point to Point Movement, Ratio / Combat Results Table, Solo / Solitaire Game;Thematic Games
2017;2;4;45;8;8459;Card Drafting, Pattern Building, Pattern Recognition, Tile Placement;Abstract Games, Family Games
2009;2;4;120;11;4512;Card Drafting, Contracts, End Game Bonuses, Modular Board, Rondel, Set Collection, Tile Placement;Strategy Games
2018;2;4;45;8;10623;Action Retrieval, Contracts, Grid Movement, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement;Family Games, Strategy Games
2006;2;4;60;8;7487;Action Drafting, Area Majority / Influence, Dice Rolling;Strategy Games
2015;2;6;150;10;2952;Area Majority / Influence, Set Collection, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
2018;2;7;60;10;6677;Card Drafting, Highest-Lowest Scoring, Set Collection, Simultaneous Action Selection, Team-Based Game, Tile Placement;Family Games
2014;1;2;15;10;11586;Card Drafting, Cooperative Game, Hand Management, Move Through Deck, Set Collection, Solo / Solitaire Game;Family Games, Strategy Games
2009;2;4;180;13;6122;Hand Management, Point to Point Movement, Team-Based Game, Variable Player Powers;Thematic Games
2019;2;4;20;8;7096;Bingo, End Game Bonuses, Grid Coverage, Paper-and-Pencil, Set Collection;Family Games
2013;1;6;60;13;10368;Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers;Thematic Games
2002;2;4;90;10;8187;Action Points, Area Majority / Influence, Enclosure, Grid Movement, Square Grid, Tile Placement;Strategy Games
2013;2;4;75;10;5117;Action Points, Pick-up and Deliver, Set Collection, Tile Placement, Worker Placement;Strategy Games
